bucket,destination,source,date,firm,reason,sha256
maybe,maybe/2025/08/2025-08-05-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/5/body.txt,2025-08-05,Starling Hotel Residence Geneve,stay-related confirmation/reservation,232b64a5a9aa5659545733d53ac3ecc41e2678db6230564af8e40dbbcf8d271b
maybe,maybe/2025/08/2025-08-02-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/2/body.txt,2025-08-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,583d905afc0133ec44c68916df248f933211498868ad787f89bbcaa4274e264e
maybe,maybe/2025/08/2025-08-04-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/08/4/body.txt,2025-08-04,Starling Hotel Residence Geneve,stay-related confirmation/reservation,db14d28ed13ada4e08306d2c4dbf8ac21f74a43d867a3684c1ae8f8b8c71254e
maybe,maybe/2025/12/2025-12-01-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/12/1/body.txt,2025-12-01,Starling Hotel Residence Geneve,stay-related confirmation/reservation,93bd2dedb69ee8320948e19d561d9a1abe45b7bc08c0716859628073af5720c6
maybe,maybe/2025/12/2025-12-02-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/12/2/body.txt,2025-12-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,5118e502291160d204fec847e7a5fd4cb750e2f625215a9c5ee06d226d910ee3
maybe,maybe/2025/11/2025-11-01-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/1/body.txt,2025-11-01,Starling Hotel Residence Geneve,stay-related confirmation/reservation,82db5b4b508295a694b932e85e982abdf39cbcf21a8a9abbd81d92358e4701ec
maybe,maybe/2025/11/2025-11-03-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/3/body.txt,2025-11-03,Starling Hotel Residence Geneve,stay-related confirmation/reservation,781745e7546d850ff2d8e5feb324b6858ac51a71843558a17c5e7e9b5661b70a
maybe,maybe/2025/11/2025-11-02-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/2/body.txt,2025-11-02,Starling Hotel Residence Geneve,stay-related confirmation/reservation,008484bfffc333a62028f1f56ec6f1d20d6222412ad0c37774643172209f2f84
maybe,maybe/2025/11/2025-11-04-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Starling =_iso-8859-1_q_R=E9sidence_Gen=E8ve_= - _contact@shresidence.ch_/2025/11/4/body.txt,2025-11-04,Starling Hotel Residence Geneve,stay-related confirmation/reservation,fad87ea5c079cf5a93a506d9eb16de105fb6af041ff11592a59c194e8ad68711
maybe,maybe/2026/01/2026-01-01-Booking.com.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_Booking.com_ _noreply@booking.com_/2026/01/1/body.txt,2026-01-01,Booking.com,stay-related confirmation/reservation,f77bdc496966bf4cbf71f3db1620f39b88da47f6eb7242cd4d4084d04fadb671
maybe,maybe/2025/12/2025-12-01-Booking.com.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_Booking.com_ _noreply@booking.com_/2025/12/1/body.txt,2025-12-01,Booking.com,stay-related payment/receipt signal but not a clear invoice,2f91481ad05d0a2a7c8452b60fbbf11f3ba4eba86a2e230028e0ce50e9bb9d66
maybe,maybe/2025/12/2025-12-03-Booking.com.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_Booking.com_ _noreply@booking.com_/2025/12/3/body.txt,2025-12-03,Booking.com,stay-related confirmation/reservation,01e0affcb972a48765865b03927c60805274f504bd3f14e843822566c9f6be51
maybe,maybe/2025/12/2025-12-02-Booking.com.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_Booking.com_ _noreply@booking.com_/2025/12/2/body.txt,2025-12-02,Booking.com,stay-related confirmation/reservation,c5dfb29183140b59f004b6522d4e4a345df82bd6b1c8c537459fef74cf8393bb
maybe,maybe/2025/10/2025-10-29-Ikonik Lisboa.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Ikonik Lisboa _reservations@eurostarshotelcompany.com_/2025/10/1/body.txt,2025-10-29,Ikonik Lisboa,stay-related confirmation/reservation,34f375b4a18f42dc5573d3b8db7fef719ce0494392e56c829b57f9c3b5c79301
duplicate,maybe/2026/03/2026-03-16-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/all-mails/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2026/03/1/Conf Letter Piller 24.03.26.PDF,,,duplicate of maybe/2026/03/2026-03-16-Starling Hotel Residence Geneve.pdf,23838eb8ca959c08bb96997e6216601bb1acb52da770e1ad92096650488844ed
duplicate,maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/all-mails/=_utf-8_B_U3RhcmxpbmcgSG90ZWwgUmVzaWRlbmNlIEdlbsOodmU=_= _contact@shresidence.ch_/2025/12/1/Conf Letter 17.12.25 Piller.PDF,,,duplicate of maybe/2025/12/2025-12-16-Starling Hotel Residence Geneve.pdf,c9d76af7552aef963b4bc70cc038272eb7776c4acf3f3c3fe72230ac94d174a6
maybe,maybe/2026/05/2026-05-06-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/6/body.txt,2026-05-06,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,43fee4b6666c589bdf52c0f4b566162b7bbeb90c1e464e084fe3802578ee8ee1
maybe,maybe/2026/05/2026-05-08-Starling Hotel Residence Geneve.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/8/body.txt,2026-05-08,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,5f7fd7b6e9c489f309e24fa50684fd1a8146281b1b3552dea7bfdcac0609b864
maybe,maybe/2026/05/2026-05-02-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/2/body.txt,2026-05-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,cdc127c943dda13ef643098debd13c41764ad87d25242dd6c37c275e9c60ff89
maybe,maybe/2026/05/2026-05-04-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/05/4/body.txt,2026-05-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,5970f05b668a196ab7ee87fdb6deedf5a41800e88f2a65ebfdb213bf0da2eb7b
maybe,maybe/2026/04/2026-04-05-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/5/body.txt,2026-04-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,0078f16296d6dc078fd6d04a4a9d6b466136d45039b2aaa5ec4a51271ecc502f
maybe,maybe/2026/04/2026-04-02-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/2/body.txt,2026-04-02,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,5170d998e7ab1e2785b202ca0a3fd6487bd1eebf114271aacf7444729e663231
maybe,maybe/2026/04/2026-04-04-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/04/4/body.txt,2026-04-04,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,43e35a21717535c96375a80d9e8da5cd9fd71ae24729bd7b17491381033e833a
maybe,maybe/2026/03/2026-03-01-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/1/body.txt,2026-03-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,35964a6d228be0dd698ada08b2d3de0f8937a12d209c9b8ff3518152a741ede5
maybe,maybe/2026/03/2026-03-06-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/6/body.txt,2026-03-06,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,db1f6a05e9a4657f97e02fbedc4333453ab4c8b9334589f97866452d6eb73368
maybe,maybe/2026/03/2026-03-08-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/8/body.txt,2026-03-08,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,042cc23dec7428a406c6934568a02d719d8f7c9662649074043296932ec6aaf4
maybe,maybe/2026/03/2026-03-03-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/3/body.txt,2026-03-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,722909682a9475b935df90442548cd3dfb1f098d663d9abab6c7dade36920bd2
maybe,maybe/2026/03/2026-03-05-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2026/03/5/body.txt,2026-03-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,ea4f40b9d93cc6a8c481a1ded6adbc5bcd095e565dbb8bf05ff1054d284a4a37
maybe,maybe/2025/10/2025-10-01-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/10/1/body.txt,2025-10-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,c326f131b09eb2f0e31b227aad4ff6926de4184a2521904c15c74f32e6adb20b
maybe,maybe/2025/08/2025-08-01-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/1/body.txt,2025-08-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,27e2d58669218b30336663799241497881326f604392147b3fdca2566577f600
maybe,maybe/2025/08/2025-08-03-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/3/body.txt,2025-08-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,6417e3283f463f3d33882497d7deab47bdf5505b0df0c1c53787b160c98abbe0
maybe,maybe/2025/08/2025-08-05-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/08/5/body.txt,2025-08-05,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,136f4b54116d8f092519f18224ae242f0e8b51740a415427e5285ee27908e80e
maybe,maybe/2025/12/2025-12-01-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/12/1/body.txt,2025-12-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,b624199c8e9ee4bb77767398f8281192572798f5c46904db58787d1bd632c50b
maybe,maybe/2025/11/2025-11-01-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/11/1/body.txt,2025-11-01,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,171d2a205baf9d57b1b230abef8a6ded2a0d8c4ce4d8957acadf2df1312a416e
maybe,maybe/2025/11/2025-11-03-Starling Hotel Residence Geneve-2.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/_contact@shresidence.ch_ _contact@shresidence.ch_/2025/11/3/body.txt,2025-11-03,Starling Hotel Residence Geneve,stay-related payment/receipt signal but not a clear invoice,1132bb6b9a408ff03df796e993f999f11129f494788795080564a71c5e37179a
maybe,maybe/2025/06/2025-06-02-2025.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Aline d'HotelCard _support@hotelcard.ch_/2025/06/2/body.txt,2025-06-02,2025,stay-related payment/receipt signal but not a clear invoice,ccba0494143957743c3860dddeba45ff1886630fbca4271202db5d764efa3755
maybe,maybe/2025/07/2025-07-01-2025.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Aline d'HotelCard _support@hotelcard.ch_/2025/07/1/body.txt,2025-07-01,2025,stay-related payment/receipt signal but not a clear invoice,c53fa6353f364fdf0f6ecfbf42789e642064db8f3fd0b468e4e9c4cc1d741691
maybe,maybe/2025/08/2025-08-08-AjoieSpa.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/=_UTF-8_B_4p2k77iPIEFqb2llU3Bh_= _ajoiespa.booking@gmail.com_/2025/09/1/body.txt,2025-08-08,AjoieSpa,stay-related payment/receipt signal but not a clear invoice,8ff63e957b8acd2b925809bf3bfd5285d804cff8a86fb8d2913fa6e43ac4447c
maybe,maybe/2025/09/2025-09-20-AjoieSpa.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/=_UTF-8_B_4p2k77iPIEFqb2llU3Bh_= _ajoiespa.booking@gmail.com_/2025/08/1/body.txt,2025-09-20,AjoieSpa,stay-related payment/receipt signal but not a clear invoice,1293b661b3e84b9acfea77a79d3eb7d8ffa3666fcff6704763853564660039e5
duplicate,maybe/2025/08/2025-08-02-AjoieSpa.pdf,/home/seb/IdeaProjects/test/1st shot/all-mails/=_UTF-8_B_4p2k77iPIEFqb2llU3Bh_= _ajoiespa.booking@gmail.com_/2025/08/2/Freetobook_Confirmation_WTB1868F6D.pdf,,,duplicate of maybe/2025/08/2025-08-02-AjoieSpa.pdf,f8f5bf4abe4ed951e2c3ce1eda46e289b08936b255130be685e372d9663539fd
maybe,maybe/2020/01/2020-01-01-Booking.com.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Hotel Vatel _customer.service@booking.com_/2020/01/1/body.txt,2020-01-01,Booking.com,stay-related payment/receipt signal but not a clear invoice,e302c21ad8f359e34c31fb38ced2b299d4d2dd8b9242a6f45c5eacf5e784991e
maybe,maybe/2025/10/2025-10-01-Ikonik Lisboa.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Star Traveler _startraveler@eurostarshotelcompany.com_/2025/10/1/body.txt,2025-10-01,Ikonik Lisboa,stay-related payment/receipt signal but not a clear invoice,bde109927fa65a2282de94442ae4716ee5aaf4db76d8a5b5833f9a331ec78c1c
maybe,maybe/2025/10/2025-10-02-Ikonik Lisboa.txt,/home/seb/IdeaProjects/test/1st shot/all-mails/Star Traveler _startraveler@eurostarshotelcompany.com_/2025/10/2/body.txt,2025-10-02,Ikonik Lisboa,stay-related payment/receipt signal but not a clear invoice,392ae6823c6b6b29ad2b1243743af98667555f5b6c9f8ca1dd2dda4e0a1bb0d3
duplicate,Invoices_hotel/2025/02/2025-02-21-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER6.pdf,,,duplicate of Invoices_hotel/2025/02/2025-02-21-Primadom Aparthotel.pdf,61ae38845fce664292c1c852b38c5af5f2f3133724d2b2a80d6825cb223ede55
duplicate,Invoices_hotel/2025/05/2025-05-01-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER15.pdf,,,duplicate of Invoices_hotel/2025/05/2025-05-01-Primadom Aparthotel.pdf,3fe3bd6818a3b0b8575ac46999f8069daa974863a3bdb10ad7bd2e26e559bef5
duplicate,Invoices_hotel/2025/01/2025-01-16-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER2.pdf,,,duplicate of Invoices_hotel/2025/01/2025-01-16-Primadom Aparthotel.pdf,14d7efe1cd8508d329ef2512d3fa441ef84891c4ac56069f56cc0764ebb78096
duplicate,Invoices_hotel/2025/04/2025-04-16-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER14.pdf,,,duplicate of Invoices_hotel/2025/04/2025-04-16-Primadom Aparthotel.pdf,547970ec487d3b3c7a3e7e17b37ebd9f5295da0c106300986f7a1832a7c21a19
duplicate,Invoices_hotel/2025/05/2025-05-27-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER18.pdf,,,duplicate of Invoices_hotel/2025/05/2025-05-27-Primadom Aparthotel.pdf,d5f1ba2d0d15b17bc9b5d96bf12f0ada2b29a1ed4066e64a5c220288c6e3abc0
duplicate,Invoices_hotel/2025/02/2025-02-27-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER7.pdf,,,duplicate of Invoices_hotel/2025/02/2025-02-27-Primadom Aparthotel.pdf,a252520a15454ca179eff6f70f2cfd9e8a948a3265ffff7052f2698d8ba2f27a
duplicate,Invoices_hotel/2025/03/2025-03-06-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER8.pdf,,,duplicate of Invoices_hotel/2025/03/2025-03-06-Primadom Aparthotel.pdf,02f4c16416de1911fe720a4d531aa3f443a996c8d61930d3ef25828d9657d909
duplicate,Invoices_hotel/2025/04/2025-04-03-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER12.pdf,,,duplicate of Invoices_hotel/2025/04/2025-04-03-Primadom Aparthotel.pdf,b9e2f65b510a9658323344d081157cfd69db4f4f5faaeb22612294dca6a333e0
duplicate,Invoices_hotel/2025/06/2025-06-10-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER19.pdf,,,duplicate of Invoices_hotel/2025/06/2025-06-10-Primadom Aparthotel.pdf,9e0285c7404b4826c17078c4451350db77c8ed4e1eaeb28fbc307779040a8060
duplicate,Invoices_hotel/2025/01/2025-01-09-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER1.pdf,,,duplicate of Invoices_hotel/2025/01/2025-01-09-Primadom Aparthotel.pdf,6b8f113a0fad099c43ba172c623fef95b0fba8d6a5b11565240c09e05ae6acc3
duplicate,Invoices_hotel/2025/06/2025-06-26-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER20.pdf,,,duplicate of Invoices_hotel/2025/06/2025-06-26-Primadom Aparthotel.pdf,92e60167b0243d06c36db5565951223357fad7de1f63c06512d0a7f4d8ddf5d8
duplicate,Invoices_hotel/2025/01/2025-01-24-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER3.pdf,,,duplicate of Invoices_hotel/2025/01/2025-01-24-Primadom Aparthotel.pdf,7ba9e3ddde58391ce8ac50e52f529e0cc3a3868124b6d79a436159d7caf337e9
duplicate,Invoices_hotel/2025/05/2025-05-08-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER16.pdf,,,duplicate of Invoices_hotel/2025/05/2025-05-08-Primadom Aparthotel.pdf,a394134410edc9f02e37d40908cc4dffff349b41f990852f5ada494e2041e0b0
duplicate,Invoices_hotel/2025/01/2025-01-30-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER4.pdf,,,duplicate of Invoices_hotel/2025/01/2025-01-30-Primadom Aparthotel.pdf,d80b915ca3ecfa52860de8c622f14ff14275030cb8526820ba39371b598a5266
duplicate,Invoices_hotel/2025/03/2025-03-13-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER9.pdf,,,duplicate of Invoices_hotel/2025/03/2025-03-13-Primadom Aparthotel.pdf,2d9a0d8edf50a1bf8506c4f93f135f2c5b2c887017a738b87eda98b873388822
duplicate,Invoices_hotel/2025/04/2025-04-10-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER13.pdf,,,duplicate of Invoices_hotel/2025/04/2025-04-10-Primadom Aparthotel.pdf,9bb634eeb4098010a59f9bf9215d48cb3822973073c8a1af7d61f4664c65a033
duplicate,Invoices_hotel/2025/03/2025-03-28-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER11.pdf,,,duplicate of Invoices_hotel/2025/03/2025-03-28-Primadom Aparthotel.pdf,e83da760b742f4270088e227297ca15d064f368e39f25a2e05cac9a12cc8c356
duplicate,Invoices_hotel/2025/05/2025-05-22-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER17.pdf,,,duplicate of Invoices_hotel/2025/05/2025-05-22-Primadom Aparthotel.pdf,9dcc0fdef8504fb46481ee8408a87ac5318a6f2ac52c4d2f88cea8d09757af3a
duplicate,Invoices_hotel/2025/02/2025-02-06-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER5.pdf,,,duplicate of Invoices_hotel/2025/02/2025-02-06-Primadom Aparthotel.pdf,27bd3af75ef6f9b0d2ca63f43e1085de5228c3c50e9e0c4aa936725b3b5c8bd1
duplicate,Invoices_hotel/2025/03/2025-03-21-Primadom Aparthotel.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/Primadom Aparthotel _contact@primadom.ch_/2025/10/1/facture_Sebastien PILLER10.pdf,,,duplicate of Invoices_hotel/2025/03/2025-03-21-Primadom Aparthotel.pdf,5195f210f48c4145eeba7f8095e987307a87cf691d032242a165b571c0242a63
duplicate,Invoices_hotel/2026/06/2026-06-04-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/06/1/ch009_efolio_e2024_2383702815.PDF,,,duplicate of Invoices_hotel/2026/06/2026-06-04-Starling Hotel Residence Geneve.pdf,3b53101fca70bfecd99683213ec70a54fcc2348dfca1e10406d8aad9481ad72c
duplicate,maybe/2026/06/2026-06-04-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/06/2/guest_confirmation_e_2383702406.PDF,,,duplicate of maybe/2026/06/2026-06-04-Starling Hotel Residence Geneve.pdf,ed009f6a4db1f04e9b0bd171b773509cc505d3f6f4d2e02668ba978de7f59640
duplicate,Invoices_hotel/2026/05/2026-05-13-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/05/1/ch009_efolio_e2024_2382024552.PDF,,,duplicate of Invoices_hotel/2026/05/2026-05-13-Starling Hotel Residence Geneve.pdf,29de88a7fc13ca75375687d21056d94cd92cb90aaccd82c667e478ec2ae5b7d6
duplicate,maybe/2026/05/2026-05-27-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/05/3/guest_confirmation_e_2383080219.PDF,,,duplicate of maybe/2026/05/2026-05-27-Starling Hotel Residence Geneve.pdf,2122bf8ea297c8afca65c9031b16b90bc78e4126f53abd4c7ebf31322705a360
duplicate,maybe/2026/05/2026-05-13-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/05/2/guest_confirmation_e_2382024220.PDF,,,duplicate of maybe/2026/05/2026-05-13-Starling Hotel Residence Geneve.pdf,5929770ec7275d718b20077b747c748705920828be29935ee6eb0f7889528dc4
duplicate,Invoices_hotel/2026/05/2026-05-27-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2026/05/4/ch009_efolio_e2024_2383081875.PDF,,,duplicate of Invoices_hotel/2026/05/2026-05-27-Starling Hotel Residence Geneve.pdf,580e7b3e5f482a000d78907592b580e1a5a1c4cea0cd12e7c61a3323b02d3a5b
duplicate,maybe/2025/08/2025-08-07-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2025/08/1/guest_confirmation_e_2361909343.PDF,,,duplicate of maybe/2025/08/2025-08-07-Starling Hotel Residence Geneve.pdf,cc064231d6de6c27bff7926c294acd949094dc858a0beeac9823354c322c4c16
duplicate,Invoices_hotel/2025/08/2025-08-07-Starling Hotel Residence Geneve.pdf,/home/seb/IdeaProjects/test/1st shot/pdfs/all-mails/contact@shresidence.ch/2025/08/3/ch009_efolio_e2024_2361909728.PDF,,,duplicate of Invoices_hotel/2025/08/2025-08-07-Starling Hotel Residence Geneve.pdf,7fb96f584820b34d5cd3eab046c4a4fdab57374f43cb498ac1722efaae74d0b2
